TermIRI,Term_label,ParentTermIRI,Parent_label,Alternative term,Definition
http://purl.obolibrary.org/obo/VTO_0055013,Renova,http://purl.obolibrary.org/obo/VTO_0054819,Rivulidae,,
http://purl.obolibrary.org/obo/VTO_0023246,Ara,http://purl.obolibrary.org/obo/VTO_0023228,Psittacidae,,
http://purl.obolibrary.org/obo/VTO_0053903,Pegasus,http://purl.obolibrary.org/obo/VTO_0053902,Pegasidae,,
http://purl.obolibrary.org/obo/VTO_0022831,Claravis,http://purl.obolibrary.org/obo/VTO_0022678,Columbidae,,
http://purl.obolibrary.org/obo/VTO_0001462,Teleostomi,http://purl.obolibrary.org/obo/VTO_0000008,Gnathostomata,,
http://purl.obolibrary.org/obo/VTO_0001463,Euteleostomi,http://purl.obolibrary.org/obo/VTO_0001462,Teleostomi,,
http://purl.obolibrary.org/obo/VTO_0011988,Homininae,http://purl.obolibrary.org/obo/VTO_0011981,Hominidae,,
http://purl.obolibrary.org/obo/VTO_0011009,Bovinae,http://purl.obolibrary.org/obo/VTO_0010984,Bovidae,,
http://purl.obolibrary.org/obo/VTO_0008278,Laurasiatheria,http://purl.obolibrary.org/obo/VTO_0008070,Eutheria,,
http://purl.obolibrary.org/obo/VTO_0011577,Euarchontoglires,http://purl.obolibrary.org/obo/VTO_0008070,Eutheria,,
http://purl.obolibrary.org/obo/VTO_0011806,Simiiformes,http://purl.obolibrary.org/obo/VTO_0011805,Haplorrhini,,
http://purl.obolibrary.org/obo/VTO_0011808,Cercopithecoidea,http://purl.obolibrary.org/obo/VTO_0011807,Catarrhini,,
http://purl.obolibrary.org/obo/VTO_0011980,Hominoidea,http://purl.obolibrary.org/obo/VTO_0011807,Catarrhini,,
http://purl.obolibrary.org/obo/VTO_0001465,Tetrapoda,http://purl.obolibrary.org/obo/VTO_9030591,Elpistostegalia,,
http://purl.obolibrary.org/obo/VTO_0008067,Amniota,http://purl.obolibrary.org/obo/VTO_9000177,Reptiliomorpha,,
http://purl.obolibrary.org/obo/VTO_0008069,Theria,http://purl.obolibrary.org/obo/VTO_0008068,Mammalia,,
http://purl.obolibrary.org/obo/VTO_0010456,Carnivora,http://purl.obolibrary.org/obo/VTO_0008278,Laurasiatheria,,
http://purl.obolibrary.org/obo/VTO_0011338,Suina,http://purl.obolibrary.org/obo/VTO_0010956,Cetartiodactyla,,
http://purl.obolibrary.org/obo/VTO_0010978,Pecora,http://purl.obolibrary.org/obo/VTO_0010977,Ruminantia,,
http://purl.obolibrary.org/obo/VTO_0011805,Haplorrhini,http://purl.obolibrary.org/obo/VTO_0011621,Primates,,
http://purl.obolibrary.org/obo/VTO_0010457,Caniformia,http://purl.obolibrary.org/obo/VTO_0010456,Carnivora,,
http://purl.obolibrary.org/obo/VTO_0011857,Chlorocebus,http://purl.obolibrary.org/obo/VTO_0011810,Cercopithecinae,,
http://purl.obolibrary.org/obo/VTO_0008068,Mammalia,http://purl.obolibrary.org/obo/VTO_9031854,Cynodontia,,
http://purl.obolibrary.org/obo/VTO_0000001,Chordata,,,,
http://purl.obolibrary.org/obo/VTO_0000007,Vertebrata,http://purl.obolibrary.org/obo/VTO_0000006,Craniata,,
http://purl.obolibrary.org/obo/VTO_0000008,Gnathostomata,http://purl.obolibrary.org/obo/VTO_0000007,Vertebrata,,
http://purl.obolibrary.org/obo/VTO_0001464,Sarcopterygii,http://purl.obolibrary.org/obo/VTO_0001463,Euteleostomi,,
http://purl.obolibrary.org/obo/VTO_0000006,Craniata,http://purl.obolibrary.org/obo/VTO_0000001,Chordata,,
http://purl.obolibrary.org/obo/VTO_0010956,Cetartiodactyla,http://purl.obolibrary.org/obo/VTO_0008278,Laurasiatheria,,
http://purl.obolibrary.org/obo/VTO_0008070,Eutheria,http://purl.obolibrary.org/obo/VTO_0008069,Theria,,
http://purl.obolibrary.org/obo/VTO_0011621,Primates,http://purl.obolibrary.org/obo/VTO_0011577,Euarchontoglires,,
http://purl.obolibrary.org/obo/VTO_0011807,Catarrhini,http://purl.obolibrary.org/obo/VTO_0011806,Simiiformes,,
http://purl.obolibrary.org/obo/VTO_0011809,Cercopithecidae,http://purl.obolibrary.org/obo/VTO_0011808,Cercopithecoidea,,
http://purl.obolibrary.org/obo/VTO_0011810,Cercopithecinae,http://purl.obolibrary.org/obo/VTO_0011809,Cercopithecidae,,
http://purl.obolibrary.org/obo/VTO_0011862,Chlorocebus aethiops,http://purl.obolibrary.org/obo/VTO_0011857,Chlorocebus,,
http://purl.obolibrary.org/obo/VTO_0011981,Hominidae,http://purl.obolibrary.org/obo/VTO_0011980,Hominoidea,,
http://purl.obolibrary.org/obo/VTO_0011992,Homo,http://purl.obolibrary.org/obo/VTO_9012468,Hominina,,
http://purl.obolibrary.org/obo/VTO_0011993,Homo sapiens,http://purl.obolibrary.org/obo/VTO_0011992,Homo,,
http://purl.obolibrary.org/obo/VTO_0010609,Canidae,http://purl.obolibrary.org/obo/VTO_0010457,Caniformia,,
http://purl.obolibrary.org/obo/VTO_0010648,Canis,http://purl.obolibrary.org/obo/VTO_0010609,Canidae,,
http://purl.obolibrary.org/obo/VTO_0010655,Canis lupus,http://purl.obolibrary.org/obo/VTO_0010648,Canis,,
http://purl.obolibrary.org/obo/VTO_0010332,Perissodactyla,http://purl.obolibrary.org/obo/VTO_0008278,Laurasiatheria,,
http://purl.obolibrary.org/obo/VTO_0010345,Equidae,http://purl.obolibrary.org/obo/VTO_0010332,Perissodactyla,,
http://purl.obolibrary.org/obo/VTO_0010346,Equus,http://purl.obolibrary.org/obo/VTO_0010345,Equidae,,
http://purl.obolibrary.org/obo/VTO_0010361,Equus caballus,http://purl.obolibrary.org/obo/VTO_0010346,Equus,,
http://purl.obolibrary.org/obo/VTO_0011339,Suidae,http://purl.obolibrary.org/obo/VTO_0011338,Suina,,
http://purl.obolibrary.org/obo/VTO_0011348,Sus,http://purl.obolibrary.org/obo/VTO_0011339,Suidae,,
http://purl.obolibrary.org/obo/VTO_0011351,Sus scrofa,http://purl.obolibrary.org/obo/VTO_0011348,Sus,,
http://purl.obolibrary.org/obo/VTO_0010977,Ruminantia,http://purl.obolibrary.org/obo/VTO_0010956,Cetartiodactyla,,
http://purl.obolibrary.org/obo/VTO_0010984,Bovidae,http://purl.obolibrary.org/obo/VTO_0010978,Pecora,,
http://purl.obolibrary.org/obo/VTO_0011047,Bos,http://purl.obolibrary.org/obo/VTO_0011009,Bovinae,,
http://purl.obolibrary.org/obo/VTO_0011065,Bos taurus,http://purl.obolibrary.org/obo/VTO_0011047,Bos,,
http://purl.obolibrary.org/obo/VTO_0011101,Capra,http://purl.obolibrary.org/obo/VTO_0011100,Caprinae,,
http://purl.obolibrary.org/obo/VTO_0011105,Capra hircus,http://purl.obolibrary.org/obo/VTO_0011101,Capra,,
http://purl.obolibrary.org/obo/VTO_0011132,Ovis,http://purl.obolibrary.org/obo/VTO_0011100,Caprinae,,
http://purl.obolibrary.org/obo/VTO_0011141,Ovis aries,http://purl.obolibrary.org/obo/VTO_0011132,Ovis,,
http://purl.obolibrary.org/obo/VTO_0011100,Caprinae,http://purl.obolibrary.org/obo/VTO_0010984,Bovidae,,
http://purl.obolibrary.org/obo/VTO_9013451,Procardia,http://purl.obolibrary.org/obo/VTO_9001853,Eocardiidae,,
http://purl.obolibrary.org/obo/TAXRANK_0000030,section,http://purl.obolibrary.org/obo/TAXRANK_0000000,taxonomic_rank,,
http://purl.obolibrary.org/obo/VTO_0011989,Pan,http://purl.obolibrary.org/obo/VTO_9031586,Hominini,,
http://purl.obolibrary.org/obo/VTO_0011991,Pan paniscus,http://purl.obolibrary.org/obo/VTO_0011989,Pan,,
http://purl.obolibrary.org/obo/VTO_0011990,Pan troglodytes,http://purl.obolibrary.org/obo/VTO_0011989,Pan,,
http://purl.obolibrary.org/obo/VTO_0054289,Gambusia affinis,http://purl.obolibrary.org/obo/VTO_0054270,Gambusia,,
http://purl.obolibrary.org/obo/VTO_0054732,Nothobranchius guentheri,http://purl.obolibrary.org/obo/VTO_0054697,Nothobranchius,,
http://purl.obolibrary.org/obo/VTO_9011133,Cryptolepis,http://purl.obolibrary.org/obo/VTO_0033617,Coelacanthiformes,,
http://purl.obolibrary.org/obo/VTO_0014641,Mus,http://purl.obolibrary.org/obo/VTO_0014444,Murinae,,
http://purl.obolibrary.org/obo/VTO_0001381,Torpedo californica,http://purl.obolibrary.org/obo/VTO_0001379,Torpedo,,
http://purl.obolibrary.org/obo/VTO_0019100,Bungarus fasciatus,http://purl.obolibrary.org/obo/VTO_0019091,Bungarus,,
http://purl.obolibrary.org/obo/VTO_0012274,Oryctolagus cuniculus,http://purl.obolibrary.org/obo/VTO_0012272,Oryctolagus,,
http://purl.obolibrary.org/obo/VTO_0002475,Xenopus laevis,http://purl.obolibrary.org/obo/VTO_0002418,Xenopus,,
http://purl.obolibrary.org/obo/VTO_0014927,Rattus norvegicus,http://purl.obolibrary.org/obo/VTO_0014836,Rattus,,
http://purl.obolibrary.org/obo/VTO_0037461,Electrophorus electricus,http://purl.obolibrary.org/obo/VTO_0037459,Electrophorus,,
http://purl.obolibrary.org/obo/VTO_9016388,Canis familiaris,http://purl.obolibrary.org/obo/VTO_0010648,Canis,,
http://purl.obolibrary.org/obo/VTO_0014836,Rattus,http://purl.obolibrary.org/obo/VTO_0014444,Murinae,,
http://purl.obolibrary.org/obo/VTO_0014661,Mus musculus,http://purl.obolibrary.org/obo/VTO_0014641,Mus,,
http://purl.obolibrary.org/obo/VTO_0055673,Pseudopleuronectes americanus,http://purl.obolibrary.org/obo/VTO_0055668,Pseudopleuronectes,,
http://purl.obolibrary.org/obo/VTO_0014926,Rattus rattus,http://purl.obolibrary.org/obo/VTO_0014836,Rattus,,
http://purl.obolibrary.org/obo/VTO_0052739,Hemitripterus americanus,http://purl.obolibrary.org/obo/VTO_0052738,Hemitripterus,,
http://purl.obolibrary.org/obo/VTO_0042663,Anarhichas lupus,http://purl.obolibrary.org/obo/VTO_0042659,Anarhichas,,
http://purl.obolibrary.org/obo/VTO_0001388,Torpedo marmorata,http://purl.obolibrary.org/obo/VTO_0001379,Torpedo,,
http://purl.obolibrary.org/obo/VTO_0031728,Gallus gallus,http://purl.obolibrary.org/obo/VTO_0031727,Gallus,,
http://purl.obolibrary.org/obo/VTO_0013959,Mesocricetus auratus,http://purl.obolibrary.org/obo/VTO_0013954,Mesocricetus,,
http://purl.obolibrary.org/obo/VTO_0033622,Actinopterygii,http://purl.obolibrary.org/obo/VTO_0001463,Euteleostomi,,
http://purl.obolibrary.org/obo/VTO_0000061,Elasmobranchii,http://purl.obolibrary.org/obo/VTO_0000009,Chondrichthyes,,
http://purl.obolibrary.org/obo/VTO_0015595,Squamata,http://purl.obolibrary.org/obo/VTO_0015589,Lepidosauria,,
http://purl.obolibrary.org/obo/VTO_9026497,Urochordata,http://purl.obolibrary.org/obo/VTO_0000001,Chordata,,
http://purl.obolibrary.org/obo/VTO_0039789,Carassius auratus,http://purl.obolibrary.org/obo/VTO_0039782,Carassius,,
http://purl.obolibrary.org/obo/VTO_0013943,Cricetulus griseus,http://purl.obolibrary.org/obo/VTO_0013940,Cricetulus,,
http://purl.obolibrary.org/obo/VTO_0058231,Oncorhynchus mykiss,http://purl.obolibrary.org/obo/VTO_0058218,Oncorhynchus,,
http://purl.obolibrary.org/obo/VTO_0058644,Petromyzon marinus,http://purl.obolibrary.org/obo/VTO_0058643,Petromyzon,,
http://purl.obolibrary.org/obo/VTO_0055079,Oryzias latipes,http://purl.obolibrary.org/obo/VTO_0055070,Oryzias,,
http://purl.obolibrary.org/obo/VTO_0058622,Petromyzontiformes,http://purl.obolibrary.org/obo/VTO_0058621,Hyperoartia,,
http://purl.obolibrary.org/obo/VTO_0058822,Ascidiacea,http://purl.obolibrary.org/obo/VTO_0058758,Tunicata,,
http://purl.obolibrary.org/obo/VTO_0059027,Stolidobranchia,http://purl.obolibrary.org/obo/VTO_0058822,Ascidiacea,,
http://purl.obolibrary.org/obo/VTO_0059028,Pyuridae,http://purl.obolibrary.org/obo/VTO_0059027,Stolidobranchia,,
http://purl.obolibrary.org/obo/VTO_0059066,Halocynthia,http://purl.obolibrary.org/obo/VTO_0059028,Pyuridae,,
http://purl.obolibrary.org/obo/VTO_0031727,Gallus,http://purl.obolibrary.org/obo/VTO_0031684,Phasianinae,,
http://purl.obolibrary.org/obo/VTO_0002655,Bombina,http://purl.obolibrary.org/obo/VTO_0002654,Bombinatoridae,,
http://purl.obolibrary.org/obo/VTO_0002418,Xenopus,http://purl.obolibrary.org/obo/VTO_0002416,Pipidae,,
http://purl.obolibrary.org/obo/VTO_0058643,Petromyzon,http://purl.obolibrary.org/obo/VTO_0058631,Petromyzontidae,,
http://purl.obolibrary.org/obo/VTO_0019091,Bungarus,http://purl.obolibrary.org/obo/VTO_0019084,Bungarinae,,
http://purl.obolibrary.org/obo/VTO_0042659,Anarhichas,http://purl.obolibrary.org/obo/VTO_0042656,Anarhichadidae,,
http://purl.obolibrary.org/obo/VTO_0039782,Carassius,http://purl.obolibrary.org/obo/VTO_0038680,Cyprinidae,,
http://purl.obolibrary.org/obo/VTO_0055668,Pseudopleuronectes,http://purl.obolibrary.org/obo/VTO_0055613,Pleuronectidae,,
http://purl.obolibrary.org/obo/VTO_0052738,Hemitripterus,http://purl.obolibrary.org/obo/VTO_0052730,Hemitripteridae,,
http://purl.obolibrary.org/obo/VTO_0058218,Oncorhynchus,http://purl.obolibrary.org/obo/VTO_0058051,Salmonidae,,
http://purl.obolibrary.org/obo/VTO_0055070,Oryzias,http://purl.obolibrary.org/obo/VTO_0055064,Adrianichthyidae,,
http://purl.obolibrary.org/obo/VTO_0012204,Glires,http://purl.obolibrary.org/obo/VTO_0011577,Euarchontoglires,,
http://purl.obolibrary.org/obo/VTO_0012330,Rodentia,http://purl.obolibrary.org/obo/VTO_0012204,Glires,,
http://purl.obolibrary.org/obo/VTO_0012887,Sciurognathi,http://purl.obolibrary.org/obo/VTO_0012330,Rodentia,,
http://purl.obolibrary.org/obo/VTO_0013398,Muroidea,http://purl.obolibrary.org/obo/VTO_0012887,Sciurognathi,,
http://purl.obolibrary.org/obo/VTO_0013485,Cricetidae,http://purl.obolibrary.org/obo/VTO_0013398,Muroidea,,
http://purl.obolibrary.org/obo/VTO_0013940,Cricetulus,http://purl.obolibrary.org/obo/VTO_0013936,Cricetinae,,
http://purl.obolibrary.org/obo/VTO_0013954,Mesocricetus,http://purl.obolibrary.org/obo/VTO_0013936,Cricetinae,,
http://purl.obolibrary.org/obo/VTO_0014327,Muridae,http://purl.obolibrary.org/obo/VTO_0013398,Muroidea,,
http://purl.obolibrary.org/obo/VTO_0012205,Lagomorpha,http://purl.obolibrary.org/obo/VTO_0012204,Glires,,
http://purl.obolibrary.org/obo/VTO_0012254,Leporidae,http://purl.obolibrary.org/obo/VTO_0012205,Lagomorpha,,
http://purl.obolibrary.org/obo/VTO_0012272,Oryctolagus,http://purl.obolibrary.org/obo/VTO_0012254,Leporidae,,
http://purl.obolibrary.org/obo/VTO_0023987,Ensifera,http://purl.obolibrary.org/obo/VTO_0023820,Trochilidae,,
http://purl.obolibrary.org/obo/VTO_9029844,Aculeata,http://purl.obolibrary.org/obo/VTO_9029860,Prensiculantia,,
http://purl.obolibrary.org/obo/VTO_0037459,Electrophorus,http://purl.obolibrary.org/obo/VTO_0037432,Gymnotidae,,
http://purl.obolibrary.org/obo/VTO_0059073,Halocynthia roretzi,http://purl.obolibrary.org/obo/VTO_0059066,Halocynthia,,
http://purl.obolibrary.org/obo/VTO_0031627,Penelope,http://purl.obolibrary.org/obo/VTO_0031580,Cracidae,,
http://purl.obolibrary.org/obo/VTO_0002656,Bombina orientalis,http://purl.obolibrary.org/obo/VTO_0002655,Bombina,,
http://purl.obolibrary.org/obo/VTO_0019093,Bungarus multicinctus,http://purl.obolibrary.org/obo/VTO_0019091,Bungarus,,
http://purl.obolibrary.org/obo/VTO_0001552,Proteus,http://purl.obolibrary.org/obo/VTO_0081101,Proteinae,,
http://purl.obolibrary.org/obo/VTO_9019146,Proacris,http://purl.obolibrary.org/obo/VTO_0006373,Hylidae,,
http://purl.obolibrary.org/obo/VTO_0001379,Torpedo,http://purl.obolibrary.org/obo/VTO_0001378,Torpedinidae,,
http://purl.obolibrary.org/obo/VTO_0001466,Amphibia,http://purl.obolibrary.org/obo/VTO_0001465,Tetrapoda,,
http://purl.obolibrary.org/obo/VTO_0022387,Aves,http://purl.obolibrary.org/obo/VTO_0022383,Coelurosauria,,
http://purl.obolibrary.org/obo/VTO_0011244,Axis,http://purl.obolibrary.org/obo/VTO_0011224,Cervinae,,
http://purl.obolibrary.org/obo/VTO_0010760,Fossa,http://purl.obolibrary.org/obo/VTO_0010757,Euplerinae,,
http://purl.obolibrary.org/obo/VTO_0011978,Nasalis,http://purl.obolibrary.org/obo/VTO_0011906,Colobinae,,
http://purl.obolibrary.org/obo/VTO_0053692,Hippocampus,http://purl.obolibrary.org/obo/VTO_0053690,Syngnathidae,,
http://purl.obolibrary.org/obo/VTO_9026738,Fiber,http://purl.obolibrary.org/obo/VTO_9029841,Cunicularia,,
http://purl.obolibrary.org/obo/VTO_0020272,Hydrops,http://purl.obolibrary.org/obo/VTO_0020169,Xenodontinae,,
http://purl.obolibrary.org/obo/VTO_0005264,Syncope,http://purl.obolibrary.org/obo/VTO_0005233,Gastrophryninae,,
http://purl.obolibrary.org/obo/VTO_0026218,Pica,http://purl.obolibrary.org/obo/VTO_0026034,Corvidae,,
http://purl.obolibrary.org/obo/VTO_0017049,Pygopus,http://purl.obolibrary.org/obo/VTO_0017031,Pygopodidae,,
http://purl.obolibrary.org/obo/VTO_0010788,Puma,http://purl.obolibrary.org/obo/VTO_0010775,Felinae,,
http://purl.obolibrary.org/obo/VTO_0039027,Tor,http://purl.obolibrary.org/obo/VTO_0038680,Cyprinidae,,
http://purl.obolibrary.org/obo/VTO_9034511,Indusius,http://purl.obolibrary.org/obo/VTO_9008727,Microchoerinae,,
http://purl.obolibrary.org/obo/VTO_9002863,Lutzia,http://purl.obolibrary.org/obo/VTO_9002856,Diacodexeidae,,
http://purl.obolibrary.org/obo/VTO_0013178,Sciurus,http://purl.obolibrary.org/obo/VTO_0013170,Sciurini,,
http://purl.obolibrary.org/obo/VTO_0013184,Sciurus aberti,http://purl.obolibrary.org/obo/VTO_0013178,Sciurus,,
http://purl.obolibrary.org/obo/VTO_0013238,Tamiasciurus,http://purl.obolibrary.org/obo/VTO_0013237,Tamiasciurini,,
http://purl.obolibrary.org/obo/VTO_0013241,Tamiasciurus hudsonicus,http://purl.obolibrary.org/obo/VTO_0013238,Tamiasciurus,,
http://purl.obolibrary.org/obo/VTO_0021976,Agama cf. impalearis,http://purl.obolibrary.org/obo/VTO_0021953,Agama,,
http://purl.obolibrary.org/obo/VTO_0021972,Agama cf. paragama,http://purl.obolibrary.org/obo/VTO_0021953,Agama,,
http://purl.obolibrary.org/obo/VTO_0021974,Agama sp. OOM-2011,http://purl.obolibrary.org/obo/VTO_0021953,Agama,,
http://purl.obolibrary.org/obo/VTO_0036416,Steindachneridion melanodermatum,http://purl.obolibrary.org/obo/VTO_0036415,Steindachneridion,,
http://purl.obolibrary.org/obo/VTO_0013244,Geomyidae,http://purl.obolibrary.org/obo/VTO_0012887,Sciurognathi,,
http://purl.obolibrary.org/obo/VTO_0013259,Thomomys,http://purl.obolibrary.org/obo/VTO_0013244,Geomyidae,,
http://purl.obolibrary.org/obo/VTO_0013261,Thomomys townsendii,http://purl.obolibrary.org/obo/VTO_0013259,Thomomys,,
http://purl.obolibrary.org/obo/VTO_0032985,Dromaius ater,http://purl.obolibrary.org/obo/VTO_0032983,Dromaius,,
http://purl.obolibrary.org/obo/VTO_0039458,Pseudobarbus,http://purl.obolibrary.org/obo/VTO_0038680,Cyprinidae,,
http://purl.obolibrary.org/obo/VTO_0039463,Pseudobarbus burchelli,http://purl.obolibrary.org/obo/VTO_0039458,Pseudobarbus,,
http://purl.obolibrary.org/obo/VTO_0039462,Pseudobarbus burgi,http://purl.obolibrary.org/obo/VTO_0039458,Pseudobarbus,,
http://purl.obolibrary.org/obo/VTO_0013260,Thomomys bottae,http://purl.obolibrary.org/obo/VTO_0013259,Thomomys,,
http://purl.obolibrary.org/obo/VTO_0021996,Laudakia cf. melanura,http://purl.obolibrary.org/obo/VTO_0021992,Laudakia,,
http://purl.obolibrary.org/obo/VTO_0021999,Laudakia cf. microlepis,http://purl.obolibrary.org/obo/VTO_0021992,Laudakia,,
http://purl.obolibrary.org/obo/VTO_0021933,Phrynocephalus scutellatus,http://purl.obolibrary.org/obo/VTO_0021924,Phrynocephalus,,
http://purl.obolibrary.org/obo/VTO_0021921,Trapelus cf. agilis,http://purl.obolibrary.org/obo/VTO_0021913,Trapelus,,
http://purl.obolibrary.org/obo/VTO_0021916,Trapelus boehmei,http://purl.obolibrary.org/obo/VTO_0021913,Trapelus,,
http://purl.obolibrary.org/obo/VTO_0012894,Heteromyidae,http://purl.obolibrary.org/obo/VTO_0012887,Sciurognathi,,
http://purl.obolibrary.org/obo/VTO_0014944,Dephomys,http://purl.obolibrary.org/obo/VTO_0014444,Murinae,,
http://purl.obolibrary.org/obo/VTO_0014945,Dephomys defua,http://purl.obolibrary.org/obo/VTO_0014944,Dephomys,,
http://purl.obolibrary.org/obo/VTO_0014724,Malacomys cansdalei,http://purl.obolibrary.org/obo/VTO_0014721,Malacomys,,
http://purl.obolibrary.org/obo/VTO_0009717,Pipistrellus nanulus,http://purl.obolibrary.org/obo/VTO_0009656,Pipistrellus,,
http://purl.obolibrary.org/obo/VTO_0008738,Scotonycteris,http://purl.obolibrary.org/obo/VTO_0008730,Pteropodidae,,
http://purl.obolibrary.org/obo/VTO_0008739,Scotonycteris zenkeri,http://purl.obolibrary.org/obo/VTO_0008738,Scotonycteris,,
http://purl.obolibrary.org/obo/VTO_0010231,Molossops temminckii,http://purl.obolibrary.org/obo/VTO_0010230,Molossops,,
http://purl.obolibrary.org/obo/VTO_0009311,Lichonycteris obscura,http://purl.obolibrary.org/obo/VTO_0009310,Lichonycteris,,
http://purl.obolibrary.org/obo/VTO_0010220,Eumops maurus,http://purl.obolibrary.org/obo/VTO_0010217,Eumops,,
http://purl.obolibrary.org/obo/VTO_0009481,Rhinolophus cf. lepidus,http://purl.obolibrary.org/obo/VTO_0009476,Rhinolophus,,
http://purl.obolibrary.org/obo/VTO_0009658,Pipistrellus sp. AVB-2011,http://purl.obolibrary.org/obo/VTO_0009657,unclassified Pipistrellus,,
http://purl.obolibrary.org/obo/VTO_0009477,Rhinolophus sp. AVB-2011,http://purl.obolibrary.org/obo/VTO_0009476,Rhinolophus,,
http://purl.obolibrary.org/obo/VTO_0012927,Dipodomys,http://purl.obolibrary.org/obo/VTO_0012923,Dipodomyinae,,
http://purl.obolibrary.org/obo/VTO_0007286,Pseudepidalea shaartusiensis,http://purl.obolibrary.org/obo/VTO_0007254,Pseudepidalea,,
http://purl.obolibrary.org/obo/VTO_0012948,Dipodomys californicus,http://purl.obolibrary.org/obo/VTO_0012927,Dipodomys,,
http://purl.obolibrary.org/obo/VTO_0012945,Dipodomys heermanni,http://purl.obolibrary.org/obo/VTO_0012927,Dipodomys,,
http://purl.obolibrary.org/obo/VTO_0012300,Lepus corsicanus,http://purl.obolibrary.org/obo/VTO_0012275,Lepus,,
http://purl.obolibrary.org/obo/VTO_0012295,Lepus granatensis,http://purl.obolibrary.org/obo/VTO_0012275,Lepus,,
http://purl.obolibrary.org/obo/VTO_0009416,Hipposideros aff. ruber,http://purl.obolibrary.org/obo/VTO_0009399,Hipposideros,,
http://purl.obolibrary.org/obo/VTO_0012298,Lepus habessinicus,http://purl.obolibrary.org/obo/VTO_0012275,Lepus,,
http://purl.obolibrary.org/obo/VTO_0035157,Mystus singaringan,http://purl.obolibrary.org/obo/VTO_0035138,Mystus,,
http://purl.obolibrary.org/obo/VTO_0012301,Lepus starcki,http://purl.obolibrary.org/obo/VTO_0012275,Lepus,,
http://purl.obolibrary.org/obo/VTO_0046691,Amphistichus argenteus,http://purl.obolibrary.org/obo/VTO_0046689,Amphistichus,,
http://purl.obolibrary.org/obo/VTO_0046693,Brachyistius,http://purl.obolibrary.org/obo/VTO_0046668,Embiotocidae,,
http://purl.obolibrary.org/obo/VTO_0046694,Brachyistius frenatus,http://purl.obolibrary.org/obo/VTO_0046693,Brachyistius,,
http://purl.obolibrary.org/obo/VTO_0046701,Embiotoca,http://purl.obolibrary.org/obo/VTO_0046668,Embiotocidae,,
http://purl.obolibrary.org/obo/VTO_0012947,Dipodomys panamintinus,http://purl.obolibrary.org/obo/VTO_0012927,Dipodomys,,
http://purl.obolibrary.org/obo/VTO_0046703,Embiotoca jacksoni,http://purl.obolibrary.org/obo/VTO_0046701,Embiotoca,,
http://purl.obolibrary.org/obo/VTO_0046697,Hyperprosopon,http://purl.obolibrary.org/obo/VTO_0046668,Embiotocidae,,
http://purl.obolibrary.org/obo/VTO_0038959,Puntius sahyadriensis,http://purl.obolibrary.org/obo/VTO_0038907,Puntius,,
http://purl.obolibrary.org/obo/VTO_0046698,Hyperprosopon argenteum,http://purl.obolibrary.org/obo/VTO_0046697,Hyperprosopon,,
http://purl.obolibrary.org/obo/VTO_0039148,Macrhybopsis gelida,http://purl.obolibrary.org/obo/VTO_0039145,Macrhybopsis,,
http://purl.obolibrary.org/obo/VTO_0039150,Macrhybopsis meeki,http://purl.obolibrary.org/obo/VTO_0039145,Macrhybopsis,,
http://purl.obolibrary.org/obo/VTO_0038710,Nipponocypris temminckii,http://purl.obolibrary.org/obo/VTO_0038709,Nipponocypris,,
http://purl.obolibrary.org/obo/VTO_0046669,Hypsurus,http://purl.obolibrary.org/obo/VTO_0046668,Embiotocidae,,
http://purl.obolibrary.org/obo/VTO_0040001,Microphysogobio amurensis,http://purl.obolibrary.org/obo/VTO_0039999,Microphysogobio,,
http://purl.obolibrary.org/obo/VTO_0046670,Hypsurus caryi,http://purl.obolibrary.org/obo/VTO_0046669,Hypsurus,,
http://purl.obolibrary.org/obo/VTO_0039929,Oreoleuciscus,http://purl.obolibrary.org/obo/VTO_0038680,Cyprinidae,,
http://purl.obolibrary.org/obo/VTO_0039935,Oreoleuciscus potanini,http://purl.obolibrary.org/obo/VTO_0039929,Oreoleuciscus,,
http://purl.obolibrary.org/obo/VTO_0039930,Oreoleuciscus humilis,http://purl.obolibrary.org/obo/VTO_0039929,Oreoleuciscus,,
http://purl.obolibrary.org/obo/VTO_0046671,Hysterocarpus,http://purl.obolibrary.org/obo/VTO_0046668,Embiotocidae,,
http://purl.obolibrary.org/obo/VTO_0025295,Sclerurus albigularis,http://purl.obolibrary.org/obo/VTO_0025294,Sclerurus,,
http://purl.obolibrary.org/obo/VTO_0049884,Cotylopus rubripinnis,http://purl.obolibrary.org/obo/VTO_0049883,Cotylopus,,
http://purl.obolibrary.org/obo/VTO_0049889,Lentipes armatus,http://purl.obolibrary.org/obo/VTO_0049887,Lentipes,,
http://purl.obolibrary.org/obo/VTO_0049888,Lentipes kaaea,http://purl.obolibrary.org/obo/VTO_0049887,Lentipes,,
http://purl.obolibrary.org/obo/VTO_0049613,Rhyacichthys guilberti,http://purl.obolibrary.org/obo/VTO_0049612,Rhyacichthys,,
http://purl.obolibrary.org/obo/VTO_0049840,Sicyopus chloe,http://purl.obolibrary.org/obo/VTO_0049839,Sicyopus,,
http://purl.obolibrary.org/obo/VTO_0046672,Hysterocarpus traskii,http://purl.obolibrary.org/obo/VTO_0046671,Hysterocarpus,,
http://purl.obolibrary.org/obo/VTO_0049844,Sicyopus sasali,http://purl.obolibrary.org/obo/VTO_0049839,Sicyopus,,
